modele,marque,energie,hybride,puiss_admin,p_kw,typ_boite,conso_urbaine,conso_autoroute,conso_mixte,co2,co,nox,part_fine,poids,norme,nb_rapp
3008,PEUGEOT,ES,0,9,115.0,1,11.0,5.6,7.6,175.0,0.366,0.023,0.002,1555,0,6
3008,PEUGEOT,GO,0,6,84.0,0,5.8,4.4,4.9,127.0,0.309,0.146,0.001,1496,0,6
3008,PEUGEOT,GO,0,6,84.0,1,4.5,4.0,4.2,110.0,0.263,0.16399999999999998,0.001,1498,0,6
3008,PEUGEOT,GO,0,6,84.0,0,5.8,4.2,4.8,125.0,0.309,0.146,0.001,1496,0,6
3008,PEUGEOT,GO,0,6,84.0,1,4.7,4.1,4.3,112.0,0.263,0.16399999999999998,0.001,1498,0,6
3008,PEUGEOT,GO,0,8,110.0,0,6.8,4.5,5.3,139.0,0.336,0.157,0.002,1604,0,6
3008,PEUGEOT,GO,0,9,120.0,1,8.0,5.0,6.1,159.0,0.222,0.131,0.002,1614,0,6
3008,PEUGEOT,GH,1,8,120.0,1,3.7,3.9,3.8,99.0,0.314,0.161,0.001,1735,0,6
3008,PEUGEOT,GH,1,8,120.0,1,3.1,3.6,3.4,88.0,0.20199999999999999,0.154,0.001,1735,0,6
308,PEUGEOT,ES,0,12,147.0,0,9.3,5.6,7.0,162.0,0.295,0.022000000000000002,0.002,1610,0,6
308,PEUGEOT,ES,0,9,115.0,0,10.0,5.5,7.2,167.0,0.489,0.027999999999999997,0.002,1590,0,6
308,PEUGEOT,ES,0,9,115.0,1,10.7,5.8,7.7,179.0,0.42100000000000004,0.006999999999999999,0.002,1605,0,6
308,PEUGEOT,GO,0,6,82.0,0,6.1,3.9,4.7,123.0,0.21600000000000003,0.149,0.0,1610,0,6
308,PEUGEOT,GO,0,9,120.0,0,7.5,4.7,5.7,149.0,0.39,0.14400000000000002,0.002,1652,0,6
308,PEUGEOT,GO,0,10,120.0,1,8.7,5.4,6.6,172.0,0.2,0.11699999999999999,0.001,1700,0,6
308,PEUGEOT,ES,0,9,115.0,0,9.4,5.2,6.7,155.0,0.325,0.031,0.002,1360,0,6
308,PEUGEOT,ES,0,9,115.0,0,9.0,4.9,6.4,149.0,0.325,0.031,0.002,1360,0,6
308,PEUGEOT,GO,0,5,84.0,0,4.5,3.5,3.8,100.0,0.222,0.149,0.0,1280,0,6
308,PEUGEOT,GO,0,6,84.0,0,4.8,3.7,4.1,108.0,0.222,0.149,0.0,1280,0,6
308,PEUGEOT,GO,0,5,68.0,0,4.9,3.6,4.0,105.0,0.196,0.154,0.001,1275,0,5
308,PEUGEOT,GO,0,5,82.0,1,4.1,3.4,3.7,95.0,0.29600000000000004,0.152,0.001,1280,0,6
308,PEUGEOT,GO,0,8,110.0,0,6.5,4.3,5.1,134.0,0.29100000000000004,0.171,0.001,1473,0,6
308,PEUGEOT,GO,0,8,110.0,0,6.1,4.2,4.9,129.0,0.29100000000000004,0.171,0.001,1473,0,6
308,PEUGEOT,GO,0,9,120.0,1,8.3,5.2,6.3,164.0,0.201,0.115,0.001,1503,0,6
308,PEUGEOT,GO,0,6,84.0,0,4.9,3.8,4.2,110.0,0.289,0.153,0.0,1462,0,6
308,PEUGEOT,GO,0,5,68.0,0,5.3,4.0,4.5,119.0,0.196,0.154,0.001,1433,0,5
308,PEUGEOT,ES,0,9,115.0,0,9.7,5.3,6.9,159.0,0.325,0.031,0.002,1556,0,6
308,PEUGEOT,GO,0,6,84.0,1,5.4,4.4,4.7,124.0,0.28,0.175,0.0,1563,0,6
308,PEUGEOT,GO,0,6,84.0,0,5.3,4.2,4.6,120.0,0.254,0.16,0.001,1560,0,6
308,PEUGEOT,GO,0,5,68.0,0,5.3,4.0,4.5,119.0,0.196,0.154,0.001,1505,0,5
308,PEUGEOT,GO,0,8,110.0,0,6.9,4.4,5.3,139.0,0.29100000000000004,0.171,0.001,1600,0,6
4008,PEUGEOT,GO,0,8,110.0,0,6.8,4.9,5.6,146.0,0.204,0.127,0.0,1570,0,6
4008,PEUGEOT,GO,0,6,84.0,0,5.6,4.5,4.9,129.0,0.22699999999999998,0.166,0.001,1500,0,6
5008,PEUGEOT,ES,0,9,115.0,0,9.3,5.5,6.9,159.0,0.608,0.018000000000000002,0.001,1535,0,6
5008,PEUGEOT,ES,0,9,115.0,1,10.7,6.1,7.7,179.0,0.366,0.023,0.002,1585,0,6
5008,PEUGEOT,ES,0,9,115.0,1,10.5,5.9,7.6,175.0,0.366,0.023,0.002,1585,0,6
5008,PEUGEOT,GO,0,6,84.0,0,6.2,4.6,5.2,135.0,0.311,0.14,0.001,1547,0,6
5008,PEUGEOT,GO,0,6,84.0,0,5.9,4.3,4.9,128.0,0.311,0.14,0.001,1505,0,6
5008,PEUGEOT,GO,0,6,84.0,1,4.6,3.9,4.2,109.0,0.258,0.157,0.001,1505,0,6
5008,PEUGEOT,GO,0,6,84.0,0,5.7,4.2,4.7,124.0,0.311,0.14,0.001,1505,0,6
5008,PEUGEOT,GO,0,6,84.0,1,4.7,4.3,4.5,117.0,0.258,0.157,0.001,1505,0,6
5008,PEUGEOT,GO,0,8,110.0,0,6.8,4.6,5.4,140.0,0.43,0.165,0.002,1615,0,6
5008,PEUGEOT,GO,0,8,110.0,0,6.7,4.5,5.3,138.0,0.43,0.165,0.002,1615,0,6
5008,PEUGEOT,GO,0,9,120.0,1,7.8,5.5,6.3,164.0,0.27899999999999997,0.161,0.002,1664,0,6
5008,PEUGEOT,ES,0,9,115.0,0,9.7,5.5,7.0,163.0,0.608,0.018000000000000002,0.001,1565,0,6
5008,PEUGEOT,ES,0,9,115.0,0,9.3,5.5,6.9,159.0,0.608,0.018000000000000002,0.001,1565,0,6
5008,PEUGEOT,ES,0,9,115.0,1,10.7,6.1,7.7,179.0,0.366,0.023,0.002,1615,0,6
5008,PEUGEOT,ES,0,9,115.0,1,10.5,5.9,7.6,175.0,0.366,0.023,0.002,1615,0,6
5008,PEUGEOT,GO,0,6,84.0,0,6.2,4.6,5.2,135.0,0.311,0.14,0.001,1577,0,6
5008,PEUGEOT,GO,0,6,84.0,0,6.2,4.3,5.0,132.0,0.311,0.14,0.001,1577,0,6
5008,PEUGEOT,GO,0,6,84.0,1,4.9,4.0,4.3,113.0,0.258,0.157,0.001,1595,0,6
5008,PEUGEOT,GO,0,6,84.0,0,5.9,4.3,4.9,128.0,0.311,0.14,0.001,1577,0,6
5008,PEUGEOT,GO,0,6,84.0,1,5.2,4.6,4.8,126.0,0.258,0.157,0.001,1595,0,6
5008,PEUGEOT,GO,0,8,110.0,0,7.0,4.7,5.5,145.0,0.43,0.165,0.002,1668,0,6
5008,PEUGEOT,GO,0,8,110.0,0,6.9,4.6,5.4,142.0,0.43,0.165,0.002,1668,0,6
5008,PEUGEOT,GO,0,9,120.0,1,7.8,5.5,6.3,164.0,0.27899999999999997,0.161,0.002,1694,0,6
508,PEUGEOT,GO,0,12,150.0,1,8.0,4.4,5.7,150.0,0.21600000000000003,0.135,0.001,1615,0,6
508,PEUGEOT,ES,0,9,115.0,0,9.0,4.7,6.2,144.0,0.846,0.02,0.001,1475,0,6
508,PEUGEOT,ES,0,9,115.0,1,10.5,5.3,7.1,164.0,0.632,0.019,0.002,1485,0,6
508,PEUGEOT,GO,0,6,84.0,1,4.6,3.7,4.0,104.0,0.179,0.162,0.001,1485,0,6
508,PEUGEOT,GO,0,6,84.0,0,5.4,3.8,4.4,114.0,0.24100000000000002,0.15,0.0,1480,0,5
508,PEUGEOT,GH,1,8,120.0,1,3.2,3.5,3.4,88.0,0.177,0.17,0.001,1735,0,6
508,PEUGEOT,GO,0,7,103.0,0,6.2,3.7,4.6,119.0,0.335,0.13,0.0,1505,0,6
508,PEUGEOT,GO,0,9,120.0,0,6.7,3.9,4.9,129.0,0.314,0.157,0.001,1555,0,6
508,PEUGEOT,GO,0,9,120.0,1,7.6,4.6,5.7,149.0,0.237,0.131,0.001,1595,0,6
508,PEUGEOT,GO,0,12,150.0,1,8.1,4.7,5.9,154.0,0.237,0.159,0.001,1735,0,6
508,PEUGEOT,ES,0,9,115.0,0,9.1,4.8,6.3,145.0,0.846,0.02,0.001,1495,0,6
508,PEUGEOT,ES,0,9,115.0,1,10.5,5.2,7.1,165.0,0.632,0.019,0.002,1505,0,6
508,PEUGEOT,GO,0,6,84.0,1,4.6,3.7,4.0,105.0,0.179,0.162,0.001,1505,0,6
508,PEUGEOT,GO,0,6,84.0,0,5.4,3.8,4.4,115.0,0.24100000000000002,0.15,0.0,1500,0,5
508,PEUGEOT,GO,0,7,103.0,0,6.4,3.9,4.8,125.0,0.335,0.13,0.0,1575,0,6
508,PEUGEOT,GO,0,9,120.0,0,6.7,4.0,5.0,130.0,0.314,0.157,0.001,1575,0,6
508,PEUGEOT,GO,0,9,120.0,1,7.6,4.6,5.7,150.0,0.237,0.131,0.001,1615,0,6
508,PEUGEOT,GH,1,8,120.0,1,4.0,4.2,4.1,107.0,0.177,0.17,0.001,1845,0,6
807,PEUGEOT,GO,0,8,100.0,0,7.4,5.0,5.9,155.0,0.308,0.14800000000000002,0.001,1845,0,6
807,PEUGEOT,GO,0,9,120.0,0,7.4,5.0,5.9,155.0,0.308,0.14800000000000002,0.001,1845,0,6
807,PEUGEOT,GO,0,10,120.0,1,9.5,5.9,7.2,189.0,0.168,0.26,0.0,1975,0,6
BIPPER,PEUGEOT,GO,0,4,55.0,0,5.7,3.8,4.5,119.0,0.172,0.16699999999999998,0.001,1275,0,5
BOXER,PEUGEOT,GO,0,7,81.0,0,9.3,5.8,7.1,187.0,0.33899999999999997,0.226,0.0,2010,0,6
BOXER,PEUGEOT,GO,0,8,96.0,0,8.6,6.1,7.0,184.0,0.4,0.218,0.001,2025,0,6
BOXER,PEUGEOT,GO,0,8,96.0,0,8.0,6.1,6.8,179.0,0.401,0.23,0.005,2025,0,6
BOXER,PEUGEOT,GO,0,7,81.0,0,9.5,6.0,7.3,192.0,0.33899999999999997,0.226,0.0,2120,0,6
BOXER,PEUGEOT,GO,0,8,96.0,0,8.2,6.3,7.0,184.0,0.401,0.23,0.005,2135,0,6
BOXER,PEUGEOT,GO,0,9,110.0,0,8.2,6.3,7.0,184.0,0.401,0.23,0.005,2135,0,6
EXPERT,PEUGEOT,GO,0,7,72.0,0,8.1,6.1,6.8,179.0,0.312,0.207,0.001,1976,0,6
EXPERT,PEUGEOT,GO,0,8,94.0,0,7.6,6.0,6.6,172.0,0.336,0.18100000000000002,0.002,1976,0,6
EXPERT,PEUGEOT,GO,0,10,120.0,0,7.6,6.0,6.6,172.0,0.336,0.18100000000000002,0.002,1984,0,6
EXPERT,PEUGEOT,GO,0,10,120.0,1,9.0,6.8,7.6,199.0,0.212,0.22899999999999998,0.003,1980,0,6
EXPERT,PEUGEOT,GO,0,7,72.0,0,8.1,6.1,6.8,179.0,0.312,0.207,0.001,1986,0,6
EXPERT,PEUGEOT,GO,0,8,94.0,0,7.6,6.0,6.6,172.0,0.336,0.18100000000000002,0.002,1986,0,6
EXPERT,PEUGEOT,GO,0,10,120.0,0,7.6,6.0,6.6,172.0,0.336,0.18100000000000002,0.002,2017,0,6
EXPERT,PEUGEOT,GO,0,10,120.0,1,9.0,6.8,7.6,199.0,0.212,0.22899999999999998,0.003,1997,0,6
PARTNER,PEUGEOT,GO,0,6,84.0,0,5.7,4.8,5.1,134.0,0.212,0.14400000000000002,0.001,1476,0,5
PARTNER,PEUGEOT,GO,0,5,55.0,0,6.1,4.6,5.2,135.0,0.275,0.16699999999999998,0.001,1491,0,5
PARTNER,PEUGEOT,GO,0,5,68.0,0,6.1,4.6,5.2,135.0,0.27,0.16699999999999998,0.001,1435,0,5
PARTNER,PEUGEOT,GO,0,5,68.0,0,5.3,4.4,4.7,123.0,0.312,0.136,0.001,1395,0,5
PARTNER,PEUGEOT,GO,0,5,68.0,1,5.0,4.4,4.6,120.0,0.255,0.158,0.001,1505,0,6
PARTNER,PEUGEOT,GO,0,6,84.0,0,6.3,5.1,5.5,144.0,0.212,0.14400000000000002,0.001,1625,0,5
PARTNER,PEUGEOT,GO,0,6,68.0,0,6.4,5.0,5.5,144.0,0.27,0.16699999999999998,0.001,1576,0,5
RCZ,PEUGEOT,ES,0,11,147.0,0,8.8,5.6,6.7,155.0,0.22399999999999998,0.028999999999999998,0.001,1372,0,6
RCZ,PEUGEOT,ES,0,9,115.0,0,8.9,5.1,6.4,149.0,0.451,0.018000000000000002,0.001,1350,0,6
RCZ,PEUGEOT,ES,0,9,115.0,1,10.3,5.5,7.3,168.0,0.294,0.023,0.002,1372,0,6
RCZ,PEUGEOT,GO,0,9,120.0,0,6.8,4.5,5.3,139.0,0.36200000000000004,0.153,0.001,1445,0,6
911,PORSCHE,ES,0,24,257.0,0,12.8,6.8,9.0,212.0,0.16899999999999998,0.021,0.002,1455,0,7
911,PORSCHE,ES,0,24,257.0,1,11.2,6.5,8.2,194.0,0.159,0.018000000000000002,0.002,1475,0,7
911,PORSCHE,ES,0,24,257.0,0,13.2,7.1,9.3,219.0,0.16899999999999998,0.021,0.002,1505,0,7
911,PORSCHE,ES,0,24,257.0,1,11.7,6.8,8.6,203.0,0.159,0.018000000000000002,0.002,1525,0,7
911,PORSCHE,ES,0,29,294.0,0,13.8,7.1,9.5,224.0,0.16399999999999998,0.022000000000000002,0.002,1470,0,7
911,PORSCHE,ES,0,29,294.0,1,12.2,6.7,8.7,205.0,0.128,0.031,0.002,1490,0,7
911,PORSCHE,ES,0,30,294.0,0,14.2,7.5,9.9,234.0,0.16399999999999998,0.022000000000000002,0.002,1520,0,7
911,PORSCHE,ES,0,29,294.0,1,12.7,7.0,9.1,215.0,0.128,0.031,0.002,1540,0,7
911,PORSCHE,ES,0,32,316.0,0,13.6,7.3,9.5,224.0,0.24600000000000002,0.017,0.003,1470,0,7
911,PORSCHE,ES,0,32,316.0,1,12.2,6.7,8.7,205.0,0.213,0.019,0.003,1490,0,7
911,PORSCHE,ES,0,33,316.0,0,14.1,7.7,9.9,234.0,0.24600000000000002,0.017,0.003,1520,0,7
911,PORSCHE,ES,0,32,316.0,1,12.7,7.0,9.1,215.0,0.213,0.019,0.003,1540,0,7
911,PORSCHE,ES,0,24,257.0,0,13.1,7.0,9.2,217.0,0.16899999999999998,0.021,0.002,1525,0,7
911,PORSCHE,ES,0,24,257.0,1,11.4,6.7,8.4,198.0,0.159,0.018000000000000002,0.002,1545,0,7
911,PORSCHE,ES,0,25,257.0,0,13.5,7.2,9.5,224.0,0.16899999999999998,0.021,0.002,1575,0,7
911,PORSCHE,ES,0,24,257.0,1,11.9,6.9,8.7,205.0,0.159,0.018000000000000002,0.002,1595,0,7
911,PORSCHE,ES,0,29,294.0,0,14.1,7.2,9.7,229.0,0.16399999999999998,0.022000000000000002,0.002,1540,0,7
911,PORSCHE,ES,0,29,294.0,1,12.4,6.9,8.9,210.0,0.128,0.031,0.002,1560,0,7
911,PORSCHE,ES,0,30,294.0,0,14.4,7.6,10.0,236.0,0.16399999999999998,0.022000000000000002,0.002,1590,0,7
911,PORSCHE,ES,0,29,294.0,1,12.9,7.1,9.2,217.0,0.128,0.031,0.002,1610,0,7
911,PORSCHE,ES,0,32,316.0,0,13.9,7.5,9.7,229.0,0.24600000000000002,0.017,0.003,1540,0,7
911,PORSCHE,ES,0,32,316.0,1,12.4,6.9,8.9,210.0,0.213,0.019,0.003,1560,0,7
911,PORSCHE,ES,0,33,316.0,0,14.3,7.7,10.0,236.0,0.24600000000000002,0.017,0.003,1590,0,7
911,PORSCHE,ES,0,32,316.0,1,12.9,7.1,9.2,217.0,0.213,0.019,0.003,1610,0,7
911 TURBO,PORSCHE,ES,0,41,368.0,0,16.5,8.3,11.6,272.0,0.297,0.026000000000000002,0.002,1645,0,6
911 TURBO,PORSCHE,ES,0,41,368.0,1,16.5,8.1,11.4,268.0,0.295,0.033,0.002,1670,0,7
911 TURBO,PORSCHE,ES,0,44,390.0,1,16.5,8.1,11.4,268.0,0.295,0.033,0.002,1660,0,7
911 TURBO,PORSCHE,ES,0,41,368.0,0,16.7,8.4,11.7,275.0,0.297,0.026000000000000002,0.002,1720,0,6
911 TURBO,PORSCHE,ES,0,41,368.0,1,16.7,8.2,11.5,270.0,0.295,0.033,0.002,1745,0,7
911 TURBO,PORSCHE,ES,0,44,390.0,1,16.7,8.2,11.5,270.0,0.295,0.033,0.002,1735,0,7
BOXSTER,PORSCHE,ES,0,17,195.0,0,11.4,6.3,8.2,192.0,0.261,0.013999999999999999,0.001,1385,0,6
BOXSTER,PORSCHE,ES,0,17,195.0,1,10.6,5.9,7.7,180.0,0.24,0.018000000000000002,0.001,1415,0,7
BOXSTER S,PORSCHE,ES,0,21,232.0,0,12.2,6.9,8.8,206.0,0.125,0.013000000000000001,0.001,1395,0,6
BOXSTER S,PORSCHE,ES,0,21,232.0,1,11.2,6.2,8.0,188.0,0.075,0.03,0.001,1425,0,7
CAYENNE,PORSCHE,ES,0,21,220.0,0,15.9,8.5,11.2,263.0,0.418,0.013999999999999999,0.003,2070,0,6
CAYENNE,PORSCHE,ES,0,21,220.0,1,13.2,8.0,9.9,236.0,0.261,0.023,0.002,2105,0,8
CAYENNE,PORSCHE,ES,0,21,220.0,1,14.4,8.1,10.4,248.0,0.261,0.023,0.002,2105,0,8
CAYENNE S,PORSCHE,ES,0,30,294.0,1,14.4,8.2,10.5,245.0,0.235,0.013000000000000001,0.002,2140,0,8
CAYENNE TURBO,PORSCHE,ES,0,41,368.0,1,15.8,8.4,11.5,270.0,0.131,0.02,0.002,2245,0,8
CAYENNE TURBO,PORSCHE,ES,0,45,397.0,1,15.8,8.4,11.5,270.0,0.132,0.024,0.003,2245,0,8
CAYENNE TURBO S,PORSCHE,ES,0,47,405.0,1,15.8,8.4,11.5,270.0,0.201,0.022000000000000002,0.003,2290,0,8
CAYENNE DIESEL,PORSCHE,GO,0,15,180.0,1,8.4,6.5,7.2,189.0,0.304,0.146,0.001,2155,0,8
CAYENNE S DIESEL,PORSCHE,GO,0,27,281.0,1,10.0,7.3,8.3,218.0,0.387,0.166,0.0,2270,0,8
CAYENNE S HYBRID,PORSCHE,EH,1,22,245.0,1,8.7,7.9,8.2,193.0,0.22,0.039,0.002,2315,0,8
CAYMAN,PORSCHE,ES,0,18,202.0,0,11.4,6.3,8.2,192.0,0.261,0.013999999999999999,0.001,1385,0,6
CAYMAN,PORSCHE,ES,0,17,202.0,1,10.6,5.9,7.7,180.0,0.24,0.018000000000000002,0.001,1415,0,7
CAYMAN S,PORSCHE,ES,0,22,239.0,0,12.2,6.9,8.8,206.0,0.125,0.013000000000000001,0.001,1395,0,6
CAYMAN S,PORSCHE,ES,0,22,239.0,1,11.2,6.2,8.0,188.0,0.075,0.03,0.001,1425,0,7
PANAMERA,PORSCHE,ES,0,21,220.0,0,16.4,7.8,11.3,265.0,0.49200000000000005,0.006999999999999999,0.001,1805,0,6
PANAMERA,PORSCHE,ES,0,21,220.0,0,16.1,7.6,11.1,260.0,0.49200000000000005,0.006999999999999999,0.001,1805,0,6
PANAMERA,PORSCHE,ES,0,20,220.0,1,12.7,6.9,9.3,218.0,0.258,0.017,0.002,1835,0,7
PANAMERA,PORSCHE,ES,0,20,220.0,1,12.5,6.8,9.1,213.0,0.258,0.017,0.002,1835,0,7
PANAMERA,PORSCHE,ES,0,20,220.0,1,14.1,6.8,9.8,230.0,0.326,0.011000000000000001,0.002,1835,0,7
PANAMERA,PORSCHE,ES,0,20,220.0,1,14.4,6.7,9.6,225.0,0.326,0.011000000000000001,0.002,1835,0,7
PANAMERA 4,PORSCHE,ES,0,20,220.0,1,12.8,7.2,9.6,225.0,0.258,0.017,0.002,1895,0,7
PANAMERA 4,PORSCHE,ES,0,20,220.0,1,12.7,6.9,9.4,220.0,0.258,0.017,0.002,1895,0,7
PANAMERA 4,PORSCHE,ES,0,21,220.0,1,14.4,7.1,10.1,237.0,0.326,0.011000000000000001,0.002,1895,0,7
PANAMERA 4,PORSCHE,ES,0,20,220.0,1,14.3,6.9,9.9,232.0,0.326,0.011000000000000001,0.002,1895,0,7
PANAMERA S,PORSCHE,ES,0,31,294.0,0,18.8,8.9,12.5,293.0,0.295,0.023,0.001,1845,0,6
PANAMERA S,PORSCHE,ES,0,31,294.0,0,18.5,8.7,12.3,288.0,0.295,0.023,0.001,1845,0,6
PANAMERA S,PORSCHE,ES,0,30,294.0,1,15.3,7.8,10.5,247.0,0.215,0.028999999999999998,0.001,1875,0,7
PANAMERA S,PORSCHE,ES,0,30,294.0,1,14.9,7.5,10.3,242.0,0.215,0.028999999999999998,0.001,1875,0,7
PANAMERA S,PORSCHE,ES,0,30,294.0,1,17.0,7.9,11.1,261.0,0.215,0.028999999999999998,0.001,1875,0,7
PANAMERA S,PORSCHE,ES,0,30,294.0,1,16.7,7.6,10.9,256.0,0.215,0.028999999999999998,0.001,1875,0,7
PANAMERA 4S,PORSCHE,ES,0,30,294.0,1,16.0,7.9,10.8,254.0,0.215,0.028999999999999998,0.001,1935,0,7
PANAMERA 4S,PORSCHE,ES,0,30,294.0,1,15.7,7.7,10.6,249.0,0.215,0.028999999999999998,0.001,1935,0,7
PANAMERA 4S,PORSCHE,ES,0,30,294.0,1,17.6,7.9,11.4,268.0,0.215,0.028999999999999998,0.001,1935,0,7
PANAMERA 4S,PORSCHE,ES,0,30,294.0,1,16.9,7.7,11.2,263.0,0.215,0.028999999999999998,0.001,1935,0,7
PANAMERA TURBO,PORSCHE,ES,0,41,368.0,1,17.0,8.4,11.5,270.0,0.304,0.031,0.001,2045,0,7
PANAMERA TURBO,PORSCHE,ES,0,41,368.0,1,16.7,8.3,11.3,265.0,0.304,0.031,0.001,2045,0,7
PANAMERA TURBO,PORSCHE,ES,0,41,368.0,1,18.4,8.6,12.2,286.0,0.304,0.031,0.001,2045,0,7
PANAMERA TURBO,PORSCHE,ES,0,41,368.0,1,18.0,8.4,12.0,281.0,0.304,0.031,0.001,2045,0,7
PANAMERA DIESEL,PORSCHE,GO,0,15,184.0,1,8.1,5.6,6.5,172.0,0.423,0.146,0.001,1955,0,8
PANAMERA DIESEL,PORSCHE,GO,0,15,184.0,1,7.8,5.5,6.3,167.0,0.423,0.146,0.001,1955,0,8
PANAMERA TURBO,PORSCHE,ES,0,45,397.0,1,17.0,8.4,11.5,270.0,0.304,0.031,0.001,2045,0,7
PANAMERA TURBO,PORSCHE,ES,0,45,397.0,1,16.7,8.3,11.3,265.0,0.304,0.031,0.001,2045,0,7
PANAMERA TURBO,PORSCHE,ES,0,46,397.0,1,18.4,8.6,12.2,286.0,0.304,0.031,0.001,2045,0,7
PANAMERA TURBO,PORSCHE,ES,0,46,397.0,1,18.0,8.4,12.0,281.0,0.304,0.031,0.001,2045,0,7
PANAMERA GTS,PORSCHE,ES,0,33,316.0,1,16.1,8.0,10.9,256.0,0.17600000000000002,0.046,0.001,1995,0,7
PANAMERA GTS,PORSCHE,ES,0,33,316.0,1,15.8,7.8,10.7,251.0,0.17600000000000002,0.046,0.001,1995,0,7
PANAMERA S HYBRID,PORSCHE,EH,1,22,245.0,1,7.6,6.8,7.1,167.0,0.278,0.04,0.004,2055,0,8
PANAMERA S HYBRID,PORSCHE,EH,1,22,245.0,1,7.4,6.6,6.8,159.0,0.278,0.04,0.004,2055,0,8
RS3,QUATTRO,ES,0,23,250.0,1,13.1,6.8,9.1,212.0,0.444,0.006,0.002,1650,0,7
CAPTUR,RENAULT,ES,0,6,88.0,1,6.6,4.7,5.4,125.0,0.349,0.016,0.004,1255,0,6
CAPTUR,RENAULT,GO,0,4,66.0,0,4.0,3.4,3.6,95.0,0.248,0.136,0.0,1245,0,5
CLIO,RENAULT,GO,0,4,55.0,0,4.3,3.2,3.6,95.0,0.071,0.14300000000000002,0.0,1146,0,5
CLIO,RENAULT,ES,0,6,88.0,1,6.6,4.4,5.2,120.0,0.265,0.02,0.001,1165,0,6
CLIO,RENAULT,ES,0,11,147.0,1,8.1,5.1,6.3,144.0,0.359,0.023,0.0,1279,0,6
CLIO,RENAULT,GO,0,4,66.0,0,3.6,3.0,3.2,83.0,0.17,0.152,0.0,1146,0,5
CLIO,RENAULT,GO,0,4,66.0,0,4.0,3.2,3.4,90.0,0.273,0.135,0.0,1146,0,5
CLIO,RENAULT,GO,0,4,55.0,0,4.3,3.2,3.6,95.0,0.071,0.14300000000000002,0.0,1194,0,5
CLIO,RENAULT,ES,0,6,88.0,1,6.6,4.4,5.2,120.0,0.265,0.02,0.001,1199,0,6
CLIO,RENAULT,GO,0,4,66.0,0,4.0,3.2,3.5,90.0,0.273,0.135,0.0,1196,0,5
CLIO,RENAULT,GO,0,4,66.0,0,3.6,3.0,3.2,83.0,0.17,0.152,0.0,1196,0,5
CLIO,RENAULT,GO,0,4,66.0,0,4.0,3.2,3.4,90.0,0.273,0.135,0.0,1196,0,5
CLIO,RENAULT,GO,0,4,55.0,0,4.4,3.4,3.8,99.0,0.298,0.155,0.0,1174,0,5
ESPACE,RENAULT,GO,0,7,96.0,0,7.0,5.0,5.7,150.0,0.21100000000000002,0.19399999999999998,0.0,1976,0,6
ESPACE,RENAULT,GO,0,7,96.0,0,7.0,5.0,5.7,150.0,0.21100000000000002,0.19399999999999998,0.0,2001,0,6
ESPACE,RENAULT,GO,0,8,110.0,0,7.0,5.0,5.7,150.0,0.21100000000000002,0.19399999999999998,0.0,1976,0,6
ESPACE,RENAULT,GO,0,8,110.0,0,7.0,5.0,5.7,150.0,0.21100000000000002,0.19399999999999998,0.0,2001,0,6
ESPACE,RENAULT,GO,0,10,127.0,0,7.0,5.0,5.7,150.0,0.21100000000000002,0.19399999999999998,0.0,1976,0,6
ESPACE,RENAULT,GO,0,10,127.0,1,8.2,5.4,6.4,169.0,0.10400000000000001,0.228,0.0,2004,0,6
ESPACE,RENAULT,GO,0,10,127.0,0,7.0,5.0,5.7,150.0,0.21100000000000002,0.19399999999999998,0.0,2001,0,6
ESPACE,RENAULT,GO,0,10,127.0,1,8.2,5.4,6.4,169.0,0.10400000000000001,0.228,0.0,2030,0,6
KANGOO,RENAULT,GO,0,5,55.0,0,5.4,4.6,4.9,129.0,0.295,0.126,0.001,1394,0,5
KANGOO,RENAULT,GO,0,5,66.0,0,5.6,4.8,5.1,135.0,0.295,0.126,0.001,1505,0,5
KANGOO,RENAULT,GO,0,6,80.0,0,6.4,5.0,5.5,143.0,0.244,0.175,0.0,1505,0,6
KANGOO,RENAULT,GO,0,5,66.0,0,5.4,4.6,4.9,129.0,0.295,0.126,0.001,1394,0,5
KANGOO,RENAULT,GO,0,6,80.0,0,6.0,4.8,5.2,137.0,0.244,0.175,0.0,1394,0,6
KANGOO,RENAULT,GO,0,4,55.0,0,4.7,4.2,4.3,112.0,0.35200000000000004,0.171,0.0,1394,0,5
KANGOO,RENAULT,GO,0,5,66.0,0,4.7,4.2,4.3,112.0,0.35200000000000004,0.171,0.0,1394,0,5
KOLEOS,RENAULT,GO,0,8,110.0,0,7.0,4.9,5.7,147.0,0.114,0.122,0.001,1724,0,6
KOLEOS,RENAULT,GO,0,9,110.0,0,7.5,5.7,6.4,166.0,0.23800000000000002,0.122,0.001,1730,0,6
KOLEOS,RENAULT,GO,0,10,127.0,0,7.5,5.7,6.4,166.0,0.217,0.129,0.001,1730,0,6
KOLEOS,RENAULT,GO,0,9,110.0,1,8.9,6.0,7.1,184.0,0.09300000000000001,0.125,0.001,1784,0,6
LAGUNA,RENAULT,GO,0,6,81.0,0,4.9,3.7,4.2,109.0,0.177,0.11199999999999999,0.001,1385,0,6
LAGUNA,RENAULT,GO,0,8,110.0,0,6.3,4.0,4.8,126.0,0.235,0.13699999999999998,0.0,1493,0,6
LAGUNA,RENAULT,GO,0,8,110.0,0,5.5,4.0,4.5,118.0,0.175,0.13699999999999998,0.0,1497,0,6
