modele,marque,energie,hybride,puiss_admin,p_kw,typ_boite,conso_urbaine,conso_autoroute,conso_mixte,co2,co,nox,part_fine,poids,norme,nb_rapp
159,ALFA-ROMEO,ES,0,12,147.0,0,11.3,5.8,7.8,182.0,0.647,0.032,0.002,1505,0,6
159,ALFA-ROMEO,GO,0,9,125.0,0,6.6,4.3,5.1,136.0,0.192,0.16899999999999998,0.003,1565,0,6
159,ALFA-ROMEO,GO,0,7,100.0,0,6.6,4.2,5.1,134.0,0.066,0.149,0.001,1565,0,6
159,ALFA-ROMEO,GO,0,9,125.0,0,6.9,4.3,5.3,139.0,0.06,0.16399999999999998,0.001,1565,0,6
159,ALFA-ROMEO,ES,0,12,147.0,0,11.5,6.0,8.0,186.0,0.647,0.032,0.002,1555,0,6
159,ALFA-ROMEO,GO,0,9,125.0,0,6.7,4.4,5.2,139.0,0.192,0.16899999999999998,0.003,1615,0,6
159,ALFA-ROMEO,GO,0,7,100.0,0,6.8,4.3,5.2,137.0,0.066,0.149,0.001,1615,0,6
159,ALFA-ROMEO,GO,0,9,125.0,0,7.1,4.4,5.4,142.0,0.06,0.16399999999999998,0.001,1615,0,6
BRERA,ALFA-ROMEO,ES,0,12,147.0,0,11.8,6.0,8.1,189.0,0.601,0.04,0.003,1505,0,6
BRERA,ALFA-ROMEO,GO,0,9,125.0,0,7.1,4.4,5.4,142.0,0.18899999999999997,0.155,0.002,1555,0,6
BRERA,ALFA-ROMEO,GO,0,9,120.0,0,7.1,4.4,5.4,142.0,0.18899999999999997,0.155,0.002,1555,0,6
GIULIETTA,ALFA-ROMEO,ES,0,14,172.5,0,10.8,5.8,7.6,177.0,0.375,0.022000000000000002,0.001,1395,0,6
GIULIETTA,ALFA-ROMEO,GO,0,5,77.0,0,5.5,3.7,4.4,114.0,0.215,0.17300000000000001,0.001,1385,0,6
GIULIETTA,ALFA-ROMEO,GO,0,9,125.0,0,5.3,4.0,4.5,119.0,0.182,0.16,0.001,1410,0,6
GIULIETTA,ALFA-ROMEO,GO,0,9,125.0,0,5.8,4.1,4.7,124.0,0.152,0.158,0.002,1395,0,6
GIULIETTA,ALFA-ROMEO,GO,0,8,120.0,0,5.3,4.0,4.5,119.0,0.182,0.16,0.001,1410,0,6
GIULIETTA,ALFA-ROMEO,GO,0,9,120.0,0,5.8,4.1,4.7,124.0,0.152,0.158,0.002,1395,0,6
GIULIETTA,ALFA-ROMEO,GO,0,7,103.0,0,5.6,3.9,4.5,119.0,0.389,0.161,0.001,1395,0,6
GIULIETTA,ALFA-ROMEO,GO,0,7,100.0,0,5.6,3.9,4.5,119.0,0.389,0.161,0.001,1395,0,6
MITO,ALFA-ROMEO,GO,0,6,88.0,0,5.3,3.8,4.4,114.0,0.389,0.155,0.001,1280,0,6
MITO,ALFA-ROMEO,GO,0,6,85.0,0,5.3,3.8,4.4,114.0,0.389,0.155,0.001,1280,0,6
MITO,ALFA-ROMEO,GO,0,5,70.0,0,5.1,3.3,4.0,104.0,0.31,0.16899999999999998,0.002,1225,0,5
MITO,ALFA-ROMEO,GO,0,4,62.0,0,4.6,3.0,3.6,95.0,0.315,0.16399999999999998,0.001,1225,0,5
MITO,ALFA-ROMEO,GO,0,4,62.0,0,4.4,2.9,3.5,90.0,0.39299999999999996,0.16699999999999998,0.001,1225,0,5
MITO,ALFA-ROMEO,GO,0,4,62.0,0,4.3,2.8,3.4,88.0,0.39299999999999996,0.16699999999999998,0.001,1225,0,5
SPIDER,ALFA-ROMEO,ES,0,12,147.0,0,11.9,6.1,8.2,192.0,0.601,0.04,0.003,1565,0,6
SPIDER,ALFA-ROMEO,GO,0,9,125.0,0,7.1,4.4,5.4,142.0,0.18899999999999997,0.155,0.002,1615,0,6
SPIDER,ALFA-ROMEO,GO,0,9,120.0,0,7.1,4.4,5.4,142.0,0.18899999999999997,0.155,0.002,1615,0,6
A1,AUDI,ES,0,10,136.0,1,7.5,5.1,5.9,139.0,0.22899999999999998,0.038,0.003,1265,0,7
A1,AUDI,ES,0,6,90.0,1,6.5,4.6,5.3,122.0,0.41200000000000003,0.027000000000000003,0.001,1200,0,7
A1,AUDI,GO,0,5,66.0,1,5.1,3.7,4.2,110.0,0.02,0.135,0.0,1235,0,7
A1,AUDI,GO,0,4,66.0,0,4.4,3.4,3.8,99.0,0.243,0.09300000000000001,0.0,1210,0,5
A1,AUDI,GO,0,5,77.0,0,4.4,3.4,3.8,99.0,0.243,0.09300000000000001,0.0,1215,0,5
A1,AUDI,ES,0,5,63.0,0,6.2,4.4,5.1,118.0,0.665,0.034,0.002,1115,0,5
A1,AUDI,GO,0,7,105.0,0,5.0,3.6,4.1,108.0,0.225,0.139,0.0,1265,0,6
A1,AUDI,ES,0,7,103.0,1,5.7,4.1,4.7,109.0,0.35,0.045,0.0,1195,0,7
A1,AUDI,ES,0,7,103.0,0,5.8,4.1,4.7,109.0,0.5670000000000001,0.043,0.0,1185,0,6
A1 SPORTBACK,AUDI,ES,0,10,136.0,1,7.5,5.1,5.9,139.0,0.22899999999999998,0.038,0.003,1290,0,7
A1 SPORTBACK,AUDI,ES,0,6,90.0,1,6.5,4.6,5.3,122.0,0.41200000000000003,0.027000000000000003,0.001,1225,0,7
A1 SPORTBACK,AUDI,ES,0,6,90.0,0,6.9,4.6,5.4,126.0,0.32899999999999996,0.031,0.002,1200,0,6
A1 SPORTBACK,AUDI,GO,0,5,66.0,1,5.1,3.7,4.2,110.0,0.02,0.135,0.0,1260,0,7
A1 SPORTBACK,AUDI,GO,0,4,66.0,0,4.4,3.4,3.8,99.0,0.243,0.09300000000000001,0.0,1235,0,5
A1 SPORTBACK,AUDI,GO,0,5,77.0,0,4.4,3.4,3.8,99.0,0.243,0.09300000000000001,0.0,1240,0,5
A1 SPORTBACK,AUDI,ES,0,5,63.0,0,6.2,4.4,5.1,118.0,0.665,0.034,0.002,1140,0,5
A1 SPORTBACK,AUDI,GO,0,7,105.0,0,5.0,3.6,4.1,108.0,0.225,0.139,0.0,1290,0,6
A1 SPORTBACK,AUDI,ES,0,7,103.0,1,5.9,4.3,4.9,113.0,0.35,0.045,0.0,1220,0,7
A1 SPORTBACK,AUDI,ES,0,7,103.0,0,6.0,4.3,4.9,113.0,0.5670000000000001,0.043,0.0,1210,0,6
A1 QUATTRO,AUDI,ES,0,16,188.0,0,11.7,6.8,8.6,199.0,0.41200000000000003,0.019,0.002,1465,0,6
A3 CABRIOLET,AUDI,ES,0,7,92.0,0,7.4,5.2,6.0,139.0,0.257,0.032,0.001,1485,0,6
A3 CABRIOLET,AUDI,GO,0,5,77.0,0,5.2,3.9,4.3,114.0,0.22399999999999998,0.113,0.0,1505,0,5
A3 CABRIOLET,AUDI,ES,0,6,77.0,0,7.0,5.0,5.7,132.0,0.433,0.018000000000000002,0.0,1435,0,6
A3 CABRIOLET,AUDI,ES,0,12,147.0,1,9.9,5.9,7.4,171.0,0.312,0.016,0.001,1560,0,6
A3 CABRIOLET,AUDI,ES,0,12,147.0,0,10.0,5.6,7.2,169.0,0.5870000000000001,0.019,0.001,1510,0,6
A3 CABRIOLET,AUDI,ES,0,9,118.0,1,8.7,5.4,6.6,154.0,0.5720000000000001,0.013000000000000001,0.0,1525,0,7
A3 CABRIOLET,AUDI,ES,0,9,118.0,0,8.9,5.5,6.7,156.0,0.619,0.02,0.001,1500,0,6
A3 CABRIOLET,AUDI,GO,0,7,100.0,1,6.0,4.6,5.1,134.0,0.20600000000000002,0.151,0.0,1570,0,6
A3 CABRIOLET,AUDI,GO,0,7,100.0,0,5.7,3.9,4.6,119.0,0.353,0.121,0.0,1550,0,6
A3,AUDI,ES,0,10,132.0,1,7.0,4.8,5.6,130.0,0.34,0.027000000000000003,0.0,1325,0,7
A3,AUDI,ES,0,10,132.0,0,7.4,4.9,5.8,135.0,0.341,0.019,0.0,1305,0,6
A3,AUDI,ES,0,10,132.0,1,8.2,5.6,6.6,152.0,0.35600000000000004,0.009000000000000001,0.0,1425,0,6
A3,AUDI,ES,0,19,221.0,1,8.8,5.9,6.9,159.0,0.354,0.01,0.0,1490,1,6
A3,AUDI,ES,0,19,221.0,0,9.1,5.8,7.0,162.0,0.33,0.016,0.0,1470,1,6
A3,AUDI,ES,0,5,77.0,1,5.8,4.3,4.9,112.0,0.239,0.027999999999999997,0.0,1245,0,7
A3,AUDI,ES,0,5,77.0,0,5.9,4.4,4.9,114.0,0.18100000000000002,0.031,0.0,1225,0,6
A3,AUDI,GO,0,5,77.0,1,4.8,3.4,3.9,102.0,0.177,0.156,0.0,1325,0,7
A3,AUDI,GO,0,5,77.0,0,4.6,3.3,3.8,99.0,0.139,0.151,0.0,1305,0,6
A3,AUDI,ES,0,6,90.0,0,6.5,4.4,5.2,120.0,0.376,0.051,0.0,1250,0,6
A3,AUDI,ES,0,7,103.0,1,5.9,4.1,4.7,110.0,0.603,0.035,0.0,1280,0,7
A3,AUDI,ES,0,7,103.0,0,5.8,4.1,4.7,109.0,0.614,0.026000000000000002,0.0,1270,0,6
A3,AUDI,GO,0,8,110.0,1,5.2,4.0,4.4,117.0,0.22,0.145,0.0,1370,0,6
A3,AUDI,GO,0,7,110.0,0,4.9,3.6,4.1,106.0,0.174,0.125,0.0,1355,0,6
A3,AUDI,GO,0,8,110.0,0,5.7,4.1,4.7,122.0,0.262,0.161,0.0,1435,0,6
A3,AUDI,ES,0,10,132.0,1,7.0,4.8,5.6,130.0,0.34,0.027000000000000003,0.0,1355,0,7
A3,AUDI,GO,0,5,77.0,1,4.8,3.4,3.9,102.0,0.177,0.156,0.0,1355,0,7
A3,AUDI,GO,0,5,77.0,0,4.6,3.3,3.8,99.0,0.139,0.151,0.0,1335,0,6
A3,AUDI,ES,0,6,90.0,1,6.1,4.3,5.0,116.0,0.24100000000000002,0.027999999999999997,0.0,1300,0,7
A3,AUDI,ES,0,6,90.0,0,6.5,4.4,5.2,120.0,0.376,0.051,0.0,1280,0,6
A3,AUDI,ES,0,7,103.0,1,5.9,4.1,4.7,110.0,0.603,0.035,0.0,1310,1,7
A3,AUDI,ES,0,7,103.0,0,5.9,4.2,4.8,112.0,0.614,0.026000000000000002,0.0,1300,1,6
A3,AUDI,GO,0,8,110.0,1,5.4,4.1,4.5,119.0,0.22,0.145,0.0,1395,0,6
A3,AUDI,GO,0,7,110.0,0,5.0,3.7,4.2,108.0,0.174,0.125,0.0,1385,0,6
A3,AUDI,GO,0,8,110.0,0,5.7,4.1,4.7,122.0,0.262,0.161,0.0,1465,0,6
A4 AVANT,AUDI,ES,0,7,88.0,0,8.6,5.5,6.6,154.0,0.386,0.026000000000000002,0.002,1565,0,6
A4 AVANT,AUDI,GO,0,15,180.0,0,7.3,5.1,5.9,154.0,0.4,0.17300000000000001,0.0,1755,0,6
RS4 AVANT,AUDI,ES,0,35,331.0,1,14.6,8.5,10.7,249.0,0.48100000000000004,0.013000000000000001,0.002,1870,0,7
A4 AVANT,AUDI,GO,0,9,130.0,0,5.7,4.3,4.8,126.0,0.18600000000000003,0.133,0.0,1610,0,6
A4 AVANT,AUDI,GO,0,10,130.0,1,6.5,4.9,5.5,144.0,0.159,0.136,0.0,1715,0,7
A4 AVANT,AUDI,GO,0,10,130.0,0,6.3,4.7,5.3,139.0,0.207,0.14300000000000002,0.0,1675,0,6
S4 AVANT,AUDI,ES,0,23,245.0,1,11.2,6.8,8.4,197.0,0.5,0.016,0.002,1825,0,7
A4 AVANT,AUDI,GO,0,7,100.0,0,5.3,3.9,4.4,116.0,0.203,0.147,0.0,1610,0,6
A4 AVANT,AUDI,GO,0,6,88.0,0,5.6,4.2,4.7,123.0,0.203,0.147,0.0,1615,0,6
A4 AVANT,AUDI,GO,0,15,180.0,1,6.9,5.2,5.9,154.0,0.127,0.059000000000000004,0.002,1840,1,7
A4 AVANT,AUDI,GO,0,11,150.0,0,6.4,4.4,5.2,135.0,0.426,0.159,0.0,1695,0,6
A4 AVANT,AUDI,ES,0,18,200.0,1,11.2,6.8,8.4,197.0,0.5,0.016,0.002,1790,0,7
A4 ALLROAD QUATTRO,AUDI,GO,0,10,130.0,1,7.0,5.4,6.0,156.0,0.125,0.151,0.0,1745,0,7
A4 ALLROAD QUATTRO,AUDI,GO,0,10,130.0,0,6.9,5.3,5.8,153.0,0.135,0.14800000000000002,0.0,1705,0,6
A4 ALLROAD QUATTRO,AUDI,GO,0,15,180.0,1,7.1,5.4,6.0,159.0,0.132,0.057999999999999996,0.001,1865,1,7
A4 LIMOUSINE,AUDI,ES,0,7,88.0,0,8.6,5.3,6.5,151.0,0.371,0.031,0.002,1505,0,6
A4 LIMOUSINE,AUDI,GO,0,14,180.0,0,7.2,4.9,5.8,152.0,0.4,0.17300000000000001,0.0,1715,0,6
A4 LIMOUSINE,AUDI,GO,0,9,130.0,0,5.5,4.1,4.6,120.0,0.18600000000000003,0.133,0.0,1555,0,6
A4 LIMOUSINE,AUDI,GO,0,10,130.0,1,6.4,4.7,5.3,139.0,0.159,0.136,0.0,1670,0,7
A4 LIMOUSINE,AUDI,GO,0,10,130.0,0,6.1,4.5,5.1,134.0,0.207,0.14300000000000002,0.0,1635,0,6
S4 LIMOUSINE,AUDI,ES,0,22,245.0,1,10.7,6.6,8.1,190.0,0.263,0.012,0.001,1780,0,7
A4 LIMOUSINE,AUDI,GO,0,7,100.0,0,5.2,3.7,4.3,112.0,0.203,0.147,0.0,1550,0,6
A4 LIMOUSINE,AUDI,GO,0,6,88.0,0,5.4,3.9,4.5,117.0,0.203,0.147,0.0,1560,0,6
A4 LIMOUSINE,AUDI,GO,0,14,180.0,1,6.8,5.0,5.7,149.0,0.127,0.059000000000000004,0.002,1795,1,7
A4 LIMOUSINE,AUDI,GO,0,11,150.0,0,6.4,4.3,5.1,133.0,0.426,0.159,0.0,1650,0,6
A4 LIMOUSINE,AUDI,ES,0,17,200.0,1,10.7,6.6,8.1,190.0,0.263,0.012,0.001,1740,0,7
A5 COUPE,AUDI,GO,0,14,180.0,0,7.3,4.9,5.8,151.0,0.4,0.17300000000000001,0.0,1680,0,6
RS5 COUPE,AUDI,ES,0,35,331.0,1,14.4,8.3,10.5,246.0,0.502,0.032,0.003,1790,0,7
A5 COUPE,AUDI,GO,0,9,130.0,0,5.5,4.1,4.6,120.0,0.18600000000000003,0.133,0.0,1545,0,6
A5 COUPE,AUDI,GO,0,10,130.0,1,6.4,4.7,5.3,139.0,0.159,0.136,0.0,1650,0,7
A5 COUPE,AUDI,GO,0,10,130.0,0,6.1,4.5,5.1,134.0,0.207,0.14300000000000002,0.0,1610,0,6
S5 COUPE,AUDI,ES,0,22,245.0,1,10.7,6.6,8.1,190.0,0.263,0.012,0.001,1750,0,7
A5 COUPE,AUDI,GO,0,14,180.0,1,6.8,5.0,5.7,149.0,0.127,0.059000000000000004,0.002,1755,1,7
A5 COUPE,AUDI,GO,0,11,150.0,0,6.4,4.3,5.1,133.0,0.426,0.159,0.0,1615,0,6
A5 COUPE,AUDI,ES,0,17,200.0,1,10.7,6.6,8.1,190.0,0.263,0.012,0.001,1725,0,7
RS5 CABRIOLET,AUDI,ES,0,35,331.0,1,14.6,8.5,10.7,249.0,0.48100000000000004,0.013000000000000001,0.002,1995,0,7
A5 CABRIOLET,AUDI,GO,0,9,130.0,0,5.8,4.4,4.9,127.0,0.18600000000000003,0.133,0.0,1730,0,6
A5 CABRIOLET,AUDI,GO,0,10,130.0,0,6.5,4.9,5.4,142.0,0.207,0.14300000000000002,0.0,1795,0,6
S5 CABRIOLET,AUDI,ES,0,23,245.0,1,11.2,6.9,8.5,199.0,0.5,0.016,0.002,1955,0,7
A5 CABRIOLET,AUDI,ES,0,18,200.0,1,11.2,6.9,8.5,199.0,0.5,0.016,0.002,1925,0,7
A5 SPORTBACK,AUDI,GO,0,14,180.0,0,7.2,4.9,5.8,152.0,0.4,0.174,0.0,1735,0,6
A5 SPORTBACK,AUDI,GO,0,9,130.0,0,5.5,4.1,4.6,120.0,0.18600000000000003,0.133,0.0,1590,0,6
A5 SPORTBACK,AUDI,GO,0,10,130.0,1,6.4,4.7,5.3,139.0,0.159,0.136,0.0,1700,0,7
A5 SPORTBACK,AUDI,GO,0,10,130.0,0,6.1,4.5,5.1,134.0,0.207,0.14300000000000002,0.0,1670,0,6
S5 SPORTBACK,AUDI,ES,0,22,245.0,1,10.7,6.6,8.1,190.0,0.263,0.012,0.001,1820,0,7
A5 SPORTBACK,AUDI,GO,0,14,180.0,1,6.9,5.1,5.8,152.0,0.127,0.059000000000000004,0.002,1810,1,7
A5 SPORTBACK,AUDI,GO,0,11,150.0,0,6.4,4.3,5.1,133.0,0.426,0.159,0.0,1670,0,6
A5 SPORTBACK,AUDI,ES,0,17,200.0,1,10.7,6.6,8.1,190.0,0.263,0.012,0.001,1790,0,7
A6 LIMOUSINE HYBRID,AUDI,EH,1,12,155.0,1,6.2,6.2,6.2,145.0,0.401,0.038,0.003,1845,0,8
A6 AVANT,AUDI,ES,0,10,132.0,0,8.4,5.5,6.6,154.0,0.46799999999999997,0.027000000000000003,0.001,1680,0,6
A6 AVANT,AUDI,GO,0,15,180.0,1,7.2,5.2,5.9,156.0,0.35100000000000003,0.14,0.0,1865,0,7
S6 AVANT,AUDI,ES,0,31,309.0,1,13.4,7.5,9.7,226.0,0.5539999999999999,0.027000000000000003,0.003,2025,0,7
A6 AVANT,AUDI,GO,0,10,130.0,0,6.1,4.5,5.0,132.0,0.153,0.14400000000000002,0.0,1715,0,6
A6 AVANT,AUDI,GO,0,7,100.0,0,6.1,4.5,5.0,132.0,0.153,0.14400000000000002,0.0,1715,0,6
A6 AVANT,AUDI,GO,0,20,230.0,1,7.9,5.5,6.3,166.0,0.08,0.177,0.0,1930,0,8
A6 AVANT,AUDI,ES,0,20,228.0,1,10.8,6.6,8.2,190.0,0.265,0.022000000000000002,0.003,1865,0,7
A6 AVANT,AUDI,ES,0,12,150.0,0,10.5,6.0,7.7,177.0,0.33,0.018000000000000002,0.001,1705,0,6
A6 AVANT,AUDI,ES,0,12,150.0,1,10.7,6.5,8.0,187.0,0.314,0.017,0.002,1805,0,7
A6 AVANT,AUDI,GO,0,15,180.0,1,7.3,5.1,5.9,156.0,0.11699999999999999,0.064,0.001,1900,1,7
A6 AVANT,AUDI,GO,0,12,150.0,1,6.8,5.1,5.8,152.0,0.377,0.16899999999999998,0.0,1865,0,7
A6 AVANT,AUDI,GO,0,11,150.0,0,6.5,4.4,5.3,139.0,0.355,0.17800000000000002,0.0,1765,0,6
RS 6 AVANT,AUDI,ES,0,47,412.0,1,13.9,7.5,9.8,229.0,0.488,0.015,0.002,2010,0,8
A6 ALLROAD QUATTRO,AUDI,GO,0,15,180.0,1,7.4,5.6,6.3,165.0,0.302,0.157,0.0,1930,0,7
A6 ALLROAD QUATTRO,AUDI,GO,0,20,230.0,1,7.9,6.0,6.7,176.0,0.28800000000000003,0.154,0.0,1985,0,8
A6 ALLROAD QUATTRO,AUDI,ES,0,21,228.0,1,11.8,7.1,8.9,206.0,0.381,0.011000000000000001,0.001,1930,0,7
A6 ALLROAD QUATTRO,AUDI,GO,0,15,180.0,1,7.4,5.6,6.3,165.0,0.235,0.073,0.001,1955,1,7
A6 ALLROAD QUATTRO,AUDI,GO,0,12,150.0,1,7.0,5.5,6.1,159.0,0.321,0.165,0.0,1930,0,7
A6 LIMOUSINE,AUDI,ES,0,10,132.0,0,8.3,5.4,6.5,151.0,0.46799999999999997,0.027000000000000003,0.001,1615,0,6
A6 LIMOUSINE,AUDI,GO,0,15,180.0,1,7.2,5.2,5.9,156.0,0.35100000000000003,0.14,0.0,1795,0,7
S6 LIMOUSINE,AUDI,ES,0,31,309.0,1,13.4,7.5,9.6,225.0,0.5539999999999999,0.027000000000000003,0.003,1970,0,7
A6 LIMOUSINE,AUDI,GO,0,9,130.0,0,6.0,4.4,4.9,129.0,0.153,0.14400000000000002,0.0,1650,0,6
A6 LIMOUSINE,AUDI,GO,0,7,100.0,0,6.0,4.4,4.9,129.0,0.153,0.14400000000000002,0.0,1650,0,6
A6 LIMOUSINE,AUDI,GO,0,20,230.0,1,7.9,5.5,6.3,166.0,0.08,0.177,0.0,1865,0,8
A6 LIMOUSINE,AUDI,ES,0,20,228.0,1,10.8,6.6,8.2,190.0,0.265,0.022000000000000002,0.003,1815,0,7
A6 LIMOUSINE,AUDI,ES,0,12,150.0,0,10.5,6.0,7.7,177.0,0.33,0.018000000000000002,0.001,1645,0,6
A6 LIMOUSINE,AUDI,ES,0,12,150.0,1,10.7,6.5,8.0,187.0,0.314,0.017,0.002,1850,0,7
A6 LIMOUSINE,AUDI,GO,0,15,180.0,1,7.3,5.1,5.9,156.0,0.11699999999999999,0.064,0.001,1835,1,7
A6 LIMOUSINE,AUDI,GO,0,12,150.0,1,6.7,5.0,5.7,149.0,0.377,0.16899999999999998,0.0,1795,0,7
A6 LIMOUSINE,AUDI,GO,0,11,150.0,0,6.5,4.4,5.3,139.0,0.355,0.17800000000000002,0.0,1700,0,6
A7 SPORTBACK,AUDI,GO,0,15,180.0,1,7.2,5.2,5.9,156.0,0.35100000000000003,0.14,0.0,1860,0,7
S7 SPORTBACK,AUDI,ES,0,31,309.0,1,13.4,7.5,9.6,225.0,0.5539999999999999,0.027000000000000003,0.003,2020,0,7
A7 SPORTBACK,AUDI,GO,0,20,230.0,1,7.9,5.5,6.3,166.0,0.08,0.177,0.0,1925,0,8
A7 SPORTBACK,AUDI,ES,0,20,220.0,1,10.8,6.6,8.2,190.0,0.265,0.022000000000000002,0.003,1860,0,7
A7 SPORTBACK,AUDI,ES,0,20,228.0,1,10.8,6.6,8.2,190.0,0.265,0.022000000000000002,0.003,1860,0,7
A7 SPORTBACK,AUDI,ES,0,12,150.0,1,10.7,6.5,8.0,187.0,0.314,0.017,0.002,1865,0,7
A7 SPORTBACK,AUDI,GO,0,15,180.0,1,7.3,5.1,5.9,156.0,0.11699999999999999,0.064,0.001,1895,1,7
A7 SPORTBACK,AUDI,GO,0,12,150.0,1,6.8,5.1,5.8,152.0,0.377,0.16899999999999998,0.0,1860,0,7
RS 7 SPORTBACK,AUDI,ES,0,47,412.0,1,13.9,7.5,9.8,229.0,0.488,0.015,0.002,1995,0,8
AUDI HYBRID,AUDI,EH,1,12,155.0,1,6.9,6.2,6.4,149.0,0.223,0.019,0.002,1995,0,8
AUDI HYBRID,AUDI,EH,1,12,155.0,1,6.4,6.2,6.3,147.0,0.223,0.019,0.002,1945,0,8
A8L,AUDI,GO,0,24,258.0,1,9.4,6.4,7.5,198.0,0.345,0.146,0.002,2120,0,8
A8L,AUDI,GO,0,15,184.0,1,7.9,5.7,6.5,171.0,0.214,0.16,0.0,1965,0,8
A8L,AUDI,ES,0,41,368.0,1,16.6,9.1,11.9,277.0,0.542,0.016,0.001,2130,0,8
A8L,AUDI,ES,0,31,309.0,1,13.1,7.4,9.5,221.0,0.569,0.025,0.002,2020,0,8
A8L,AUDI,ES,0,19,213.0,1,11.7,7.1,8.8,205.0,0.348,0.011000000000000001,0.001,1955,0,8
A8L,AUDI,GO,0,12,150.0,1,7.4,5.2,6.0,158.0,0.21,0.14800000000000002,0.0,1920,0,8
A8L,AUDI,GO,0,15,184.0,1,8.1,5.7,6.5,171.0,0.08900000000000001,0.066,0.002,2005,1,8
A8,AUDI,GO,0,24,258.0,1,9.3,6.3,7.4,195.0,0.345,0.146,0.002,2070,0,8
A8,AUDI,GO,0,15,184.0,1,7.9,5.6,6.4,169.0,0.214,0.16,0.0,1915,0,8
A8,AUDI,ES,0,31,309.0,1,13.0,7.3,9.4,219.0,0.569,0.025,0.002,1970,0,8
S8,AUDI,ES,0,42,382.0,1,14.4,7.6,10.1,235.0,0.513,0.027999999999999997,0.002,2050,0,8
A8,AUDI,ES,0,19,213.0,1,11.7,7.1,8.8,204.0,0.402,0.006999999999999999,0.002,1905,0,8
A8,AUDI,GO,0,12,150.0,1,7.4,5.2,6.0,158.0,0.21,0.14800000000000002,0.0,1870,0,8
A8,AUDI,GO,0,15,184.0,1,8.1,5.6,6.4,169.0,0.08900000000000001,0.066,0.002,1955,1,8
Q3,AUDI,ES,0,10,125.0,1,10.2,6.4,7.7,179.0,0.506,0.035,0.0,1630,0,7
Q3,AUDI,GO,0,8,103.0,0,6.2,4.7,5.2,137.0,0.24,0.113,0.0,1520,0,6
Q3,AUDI,GO,0,8,103.0,1,6.8,5.2,5.8,152.0,0.193,0.124,0.0,1645,0,7
Q3,AUDI,GO,0,8,103.0,0,6.9,5.0,5.7,149.0,0.154,0.124,0.0,1610,0,6
Q3,AUDI,GO,0,10,130.0,0,6.4,5.0,5.5,144.0,0.22699999999999998,0.109,0.0,1565,0,6
Q3,AUDI,GO,0,10,130.0,1,7.0,5.3,5.9,156.0,0.068,0.129,0.0,1660,0,7
Q3,AUDI,GO,0,10,130.0,0,6.5,5.2,5.6,148.0,0.21600000000000003,0.12,0.0,1650,0,6
Q3,AUDI,ES,0,13,155.0,1,10.2,6.4,7.7,179.0,0.506,0.035,0.0,1640,0,7
Q5 HYBRID,AUDI,EH,1,12,155.0,1,6.6,7.1,6.9,159.0,0.41200000000000003,0.011000000000000001,0.0,1985,0,8
Q5,AUDI,GO,0,15,180.0,1,7.1,6.0,6.4,169.0,0.244,0.162,0.001,1935,0,7
Q5,AUDI,GO,0,10,130.0,1,7.2,5.9,6.4,169.0,0.24600000000000002,0.06,0.0,1895,1,7
Q5,AUDI,GO,0,10,130.0,0,6.8,5.4,5.9,154.0,0.244,0.15,0.0,1830,0,6
SQ5,AUDI,GO,0,20,230.0,1,7.6,6.4,6.8,179.0,0.21,0.163,0.001,1995,0,8
Q5,AUDI,GO,0,8,110.0,0,6.0,4.9,5.3,139.0,0.2,0.129,0.0,1755,0,6
Q5,AUDI,GO,0,8,110.0,0,6.8,5.4,5.9,154.0,0.271,0.155,0.0,1830,0,6
Q5,AUDI,ES,0,11,132.0,0,9.3,6.4,7.5,174.0,0.247,0.026000000000000002,0.0,1795,1,6
Q5,AUDI,ES,0,14,165.0,1,9.6,6.9,7.9,184.0,0.11900000000000001,0.039,0.0,1830,1,8
Q5,AUDI,ES,0,14,165.0,0,9.3,6.4,7.5,174.0,0.247,0.026000000000000002,0.0,1795,1,6
Q7,AUDI,GO,0,24,250.0,1,12.0,7.6,9.2,242.0,0.302,0.16699999999999998,0.0,2515,0,8
Q7,AUDI,GO,0,12,150.0,1,8.2,6.5,7.2,189.0,0.267,0.156,0.0,2375,0,8
Q7,AUDI,ES,0,24,245.0,1,14.4,8.5,10.7,249.0,0.26899999999999996,0.049,0.004,2345,0,8
Q7,AUDI,ES,0,19,200.0,1,14.4,8.5,10.7,249.0,0.26899999999999996,0.049,0.004,2325,0,8
Q7,AUDI,GO,0,15,180.0,1,8.6,6.7,7.4,195.0,0.28,0.14,0.001,2375,0,8
R8 COUPE,AUDI,ES,0,34,316.0,1,19.3,8.4,12.4,289.0,0.523,0.05,0.003,1660,0,7
R8 COUPE,AUDI,ES,0,35,316.0,0,21.3,10.0,14.2,332.0,0.273,0.04,0.003,1635,0,6
R8 COUPE,AUDI,ES,0,47,404.0,1,19.9,8.6,12.9,299.0,0.363,0.035,0.004,1670,0,7
R8 COUPE,AUDI,ES,0,48,404.0,0,22.2,10.6,14.9,346.0,0.547,0.035,0.003,1645,0,6
R8 COUPE,AUDI,ES,0,44,386.0,1,20.5,8.9,13.1,305.0,0.363,0.035,0.004,1720,0,7
R8 COUPE,AUDI,ES,0,45,386.0,0,22.2,10.6,14.9,346.0,0.547,0.035,0.003,1695,0,6
R8 SPYDER,AUDI,ES,0,34,316.0,1,19.6,8.6,12.6,294.0,0.523,0.05,0.003,1760,0,7
R8 SPYDER,AUDI,ES,0,35,316.0,0,21.3,10.3,14.4,337.0,0.273,0.04,0.003,1735,0,6
